lat,long,gauge_id,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
51.447144,7.777423,DEA10600,1.106,1.321,0.23,3.54,0.411,2.689,4.899,0.212,1.646,1.365,0.94,1.25,0.907,0,0.76
51.447953,7.662176,DEA10610,1.257,1.347,0.37,3.51,0.51,2.464,4.627,0.348,1.31,1.2,0.84,1.197,0.892,0.002,0.035
51.435989,7.581097,DEA10620,1.151,1.286,0.37,3.58,0.414,2.781,4.877,0.38,1.548,1.221,0.965,1.024,0.888,0,0.946
51.158595,8.374446,DEA10630,2.185,3.007,0.23,7.49,0.65,3.361,5.941,0.222,3.465,1.348,1.196,1.433,1.077,0.002,0.057
51.108872,8.100414,DEA10640,1.715,2.459,0.15,6.079,0.545,3.15,5.479,0.112,3.073,1.496,1.205,1.724,1.05,0.001,0.734
51.065539,8.04302,DEA10650,2.248,3.769,0.21,8.749,0.691,3.251,5.951,0.15,4.23,1.713,1.43,2.235,1.208,0.005,0.005
51.216247,7.954598,DEA10680,1.825,2.083,0.6,5.9,0.567,3.219,5.643,0.561,2.798,1.122,0.982,0.87,0.913,0.001,0.563
51.289458,7.676104,DEA10700,1.778,2.036,0.56,5.63,0.521,3.208,5.607,0.587,2.766,1.119,0.969,0.917,0.898,0,0.669
51.139891,7.61494,DEA10710,2.348,3.276,0.37,8.179,0.622,3.777,6.844,0.323,3.521,1.386,1.227,1.262,1.11,0.001,0.415
51.222981,7.565208,DEA10720,1.908,2.906,0.24,6.86,0.547,3.469,6.18,0.212,3.231,1.571,1.297,1.534,1.147,-0.002,0.049
51.348015,7.41867,DEA10750,1.752,2.257,0.32,5.99,0.495,3.209,5.787,0.305,2.711,1.283,1.176,1.156,0.959,0,0.896
51.385207,7.449845,DEA10760,1.76,2.424,0.25,5.97,0.555,3.173,5.645,0.217,3.032,1.405,1.171,1.405,1.016,-0.001,0.683
51.320268,7.0845,DEA10780,1.541,2.337,0.1,6.037,0.502,2.982,5.387,0.096,2.542,1.7,1.314,1.821,1.075,-0.009,0
51.354535,7.121893,DEA10790,1.553,2.099,0.13,5.19,0.528,2.943,5.313,0.112,2.533,1.502,1.148,1.509,0.938,0,0.683
51.36587,7.142433,DEA10800,1.445,2.589,0.08,5.12,0.484,2.888,5.209,0.068,2.769,2.051,1.339,1.971,1.297,-0.001,0.415
51.761124,8.918271,DEA10850,2.465,1.54,1.2,5.27,0.822,2.998,5.665,1.151,2.02,0.658,0.514,0.425,0.555,0.003,0.153
51.744893,8.731251,DEA10860,1.375,1.256,0.33,3.9,0.493,2.788,5.306,0.323,1.864,1.107,0.715,0.713,0.661,-0.003,0.103
51.460022,8.624451,DEA10890,2.13,0.797,1.01,3.669,0.838,2.542,4.927,1.092,1.476,0.391,0.238,0.251,0.34,0.007,0.019
51.490516,8.593763,DEA10900,1.219,0.836,0.48,2.7,0.47,2.497,4.851,0.474,1.111,0.785,0.519,0.565,0.599,0.003,0.01
51.542015,8.525703,DEA10910,1.028,0.87,0.32,2.519,0.414,2.483,4.758,0.319,1.118,1.007,0.653,0.781,0.7,0,0.812
51.54949,8.564392,DEA10920,0.512,0.514,0.12,1.46,0.221,2.321,4.527,0.119,0.691,1.258,0.822,0.813,0.759,-0.001,0.341
51.641021,8.681276,DEA10940,0.373,0.617,0,1.52,0.156,2.388,4.563,0,0.847,2.823,1.165,3.836,1.035,-0.001,0.135
51.67039,8.915788,DEA10950,0.781,1.105,0.17,2.435,0.288,2.668,5.125,0.14,1.016,1.702,1.273,1.132,1.115,-0.002,0.032
51.716611,8.923878,DEA10960,0.662,0.892,0.12,2.15,0.217,2.877,5.465,0.11,0.977,1.6,1.165,1.199,1.044,-0.001,0.377
51.663379,8.71835,DEA10970,0.48,0.554,0.11,1.52,0.191,2.51,4.754,0.118,0.702,1.475,0.92,0.765,0.9,-0.002,0.072
51.734127,8.709371,DEA10980,0.43,0.609,0.02,1.62,0.177,2.434,4.566,0.02,0.848,2.212,1.012,1.859,0.965,-0.002,0.083
51.765812,8.717844,DEA10990,1.201,0.888,0.42,3.03,0.449,2.675,5.064,0.406,1.334,0.857,0.567,0.581,0.565,-0.003,0.077
51.748906,8.630529,DEA11010,0.891,0.735,0.26,2.37,0.362,2.459,4.551,0.254,1.072,0.985,0.639,0.643,0.616,-0.001,0.277
51.714191,8.263806,DEA11050,0.768,1.525,0.04,3.329,0.363,2.113,4.176,0.036,1.643,2.4,1.759,4.038,1.27,-0.004,0.014
51.663106,8.088919,DEA11090,0.936,0.74,0.28,2.45,0.404,2.319,4.286,0.264,1.076,0.932,0.61,0.721,0.582,-0.001,0.234
51.58966,8.184017,DEA11100,3.467,2.561,0.79,7.97,1.614,2.148,4.347,0.756,4.102,0.888,0.496,0.737,0.539,0.005,0.248
51.631428,7.931991,DEA11110,0.778,0.912,0.12,2.466,0.361,2.144,4.191,0.126,1.233,1.572,0.796,1.203,0.903,0.002,0.541
51.666173,7.866872,DEA11120,0.819,0.924,0.15,2.43,0.391,2.094,4.055,0.143,1.22,1.429,0.814,1.054,0.861,-0.002,0.308
51.714896,7.297583,DEA11130,0.701,0.67,0.31,2.12,0.313,2.241,4.056,0.314,0.817,0.99,0.825,0.585,0.821,-0.001,0.734
51.885474,7.44556,DEA11140,1.365,1.501,0.24,4.15,0.598,2.216,4.313,0.236,1.953,1.384,0.812,0.991,0.827,-0.002,0.683
51.707828,7.491638,DEA11160,0.783,1.597,0.01,3.21,0.364,2.15,4.182,0.006,1.597,2.664,1.743,3.847,1.297,-0.002,0.341
51.731081,7.18659,DEA11180,0.71,0.722,0.28,2.219,0.318,2.234,3.967,0.28,0.934,1.11,0.878,0.601,0.82,0,0.708
51.673858,6.851153,DEA11200,0.705,0.675,0.28,2.11,0.314,2.243,3.952,0.284,0.877,1.009,0.823,0.539,0.79,0,0.708
50.544929,6.553717,DEA11240,0.792,1.255,0.1,2.85,0.361,2.195,4.26,0.097,1.44,1.844,1.115,1.327,1.251,-0.003,0.005
50.474716,6.475205,DEA11260,1.266,2.262,0.06,5.16,0.469,2.595,4.859,0.05,2.689,1.805,1.419,2.115,1.282,-0.004,0.005
50.83015,6.371675,DEA11360,0.356,0.318,0.07,0.82,0.153,2.322,4.547,0.102,0.295,0.684,0.688,0.948,0.914,0.001,0.208
50.961772,6.257332,DEA11390,0.257,0.266,0.05,0.67,0.127,2.018,4.028,0.071,0.121,0.969,0.967,1.192,0.945,-0.001,0.053
50.794679,6.129233,DEA11410,1.318,1.506,0.41,3.53,0.587,2.244,4.445,0.369,0.965,1.118,0.969,0.991,1.126,0.001,0.786
50.866596,6.097841,DEA11430,0.691,0.377,0.38,1.38,0.315,2.194,4.29,0.38,0.155,0.528,0.515,0.591,0.531,0.003,0.035
51.004773,6.181706,DEA11440,0.126,0.155,0.03,0.4,0.063,1.991,3.874,0.03,0.065,1.278,1.086,1.292,1.108,0,0.277
51.199276,6.229769,DEA11490,0.576,0.225,0.33,0.94,0.277,2.027,3.946,0.325,0.182,0.432,0.29,0.418,0.376,0.003,0.001
51.310746,6.253194,DEA11540,0.2,0.109,0.07,0.399,0.098,2.037,4.011,0.06,0.103,0.613,0.415,0.647,0.459,-0.001,0.053
51.830715,8.595069,DEA11620,1.331,0.781,0.52,2.71,0.573,2.324,4.474,0.435,1.07,0.61,0.45,0.684,0.45,0.001,0.497
51.818317,8.533761,DEA11630,0.759,0.405,0.3,1.52,0.307,2.476,4.69,0.253,0.619,0.547,0.416,0.534,0.41,-0.002,0.049
51.909665,8.490322,DEA11650,0.872,0.574,0.33,1.91,0.349,2.483,4.691,0.325,0.744,0.705,0.545,0.616,0.542,-0.002,0.002
51.886194,8.484139,DEA11670,0.945,0.651,0.26,2.099,0.375,2.516,4.732,0.218,0.976,0.745,0.516,0.662,0.53,-0.001,0.292
52.011975,8.160744,DEA11690,0.961,1.029,0.14,2.93,0.424,2.266,4.271,0.088,1.577,1.227,0.806,0.87,0.735,-0.002,0.153
51.972498,7.898405,DEA11700,0.858,0.847,0.17,2.42,0.385,2.227,4.089,0.141,1.259,1.116,0.782,0.879,0.703,-0.002,0.035
52.032711,7.692159,DEA11710,0.861,0.867,0.19,2.63,0.377,2.21,4.049,0.172,1.296,1.13,0.788,0.868,0.727,-0.001,0.395
51.883914,7.728157,DEA11720,0.736,1.292,0.07,3.09,0.358,2.056,4.08,0.065,1.508,2.138,1.532,2.267,1.191,-0.003,0.005
51.953728,7.56281,DEA11730,0.766,1.296,0.05,3.109,0.355,2.156,4.368,0.045,1.573,2.122,1.48,2.741,1.066,-0.003,0.038
52.282417,7.478966,DEA11740,0.792,0.768,0.1,2.27,0.368,2.149,4.322,0.078,1.126,1.132,0.792,1.233,0.623,-0.005,0.003
52.261358,7.739273,DEA11750,0.815,1.046,0.12,2.67,0.354,2.29,4.533,0.115,1.108,1.459,1.053,1.802,0.931,-0.001,0.76
51.049527,8.283975,DEA11770,2.156,3.212,0.2,7.65,0.636,3.388,6.125,0.158,3.645,1.432,1.321,1.483,1.152,-0.002,0.185
51.031447,8.386279,DEA11790,1.871,2.821,0.141,6.73,0.583,3.211,5.696,0.116,3.429,1.504,1.29,1.555,1.127,-0.003,0.017
51.169297,8.671679,DEA11810,1.679,2.3,0.19,5.666,0.516,3.033,5.419,0.154,3.142,1.339,1.102,1.15,1.018,0,0.955
51.409908,8.765232,DEA11820,1.393,1.675,0.2,4.53,0.486,2.863,5.296,0.177,2.112,1.371,0.986,1.055,0.911,0.001,0.377
51.492576,8.914093,DEA11830,1.153,1.107,0.35,3.439,0.471,2.445,4.592,0.326,1.341,0.959,0.893,0.7,0.793,-0.001,0.455
51.453571,9.11538,DEA11840,0.517,0.362,0.22,1.18,0.277,1.857,3.744,0.228,0.389,0.782,0.561,0.653,0.638,-0.002,0.038
51.706482,9.134567,DEA11850,1.396,1.981,0.17,5.01,0.517,2.688,5.243,0.156,2.328,1.717,1.238,1.559,0.978,0,0.919
51.708437,9.321572,DEA11870,1.039,1.027,0.28,2.95,0.434,2.397,4.612,0.276,1.356,1.237,0.755,0.705,0.763,0,0.946
51.924827,9.1058,DEA11880,1.03,1.07,0.27,2.79,0.401,2.572,4.882,0.247,1.387,1.232,0.808,0.728,0.834,-0.004,0.012
51.910912,9.130094,DEA11890,1.214,1.588,0.23,3.95,0.467,2.6,4.937,0.217,1.896,1.61,1.073,1.173,0.958,-0.003,0.032
51.914075,9.144883,DEA11900,0.864,1.074,0.18,2.6,0.375,2.308,4.503,0.161,1.184,1.718,0.92,1.435,0.913,-0.005,0.006
51.934965,9.193339,DEA11910,1.114,1.401,0.22,3.48,0.439,2.536,4.816,0.211,1.712,1.537,1.035,1.16,0.92,-0.004,0.011
52.016211,8.959631,DEA11940,1.113,0.866,0.39,2.65,0.449,2.477,4.669,0.391,1.146,0.864,0.626,0.474,0.666,-0.002,0.062
52.010158,8.958892,DEA11950,1.035,1.332,0.2,3.1,0.401,2.58,4.846,0.179,1.601,1.628,1.013,1.041,0.967,-0.003,0.035
52.029731,8.850238,DEA11960,0.644,0.706,0.12,1.97,0.26,2.472,4.822,0.117,0.952,1.361,0.775,1.023,0.849,-0.001,0.292
52.053345,8.771627,DEA11970,0.897,0.919,0.25,2.53,0.363,2.472,4.69,0.266,1.148,1.157,0.832,0.81,0.835,-0.003,0.017
52.091002,8.701504,DEA11980,1.072,1.073,0.3,3,0.425,2.522,4.715,0.27,1.358,1.133,0.774,0.821,0.819,-0.002,0.208
52.070533,8.618455,DEA11990,1.32,1.381,0.33,3.77,0.549,2.406,4.462,0.307,1.578,1.165,0.856,0.905,0.854,-0.002,0.096
52.133378,8.670976,DEA12000,1.12,1.12,0.31,2.98,0.453,2.47,4.559,0.303,1.395,1.096,0.808,0.766,0.822,-0.003,0.096
52.188684,8.5143,DEA12010,1.047,1.458,0.12,3.42,0.474,2.209,4.27,0.107,1.931,1.57,1.078,1.391,1.014,-0.002,0.359
52.197884,8.710165,DEA12030,1.089,1.147,0.28,3.08,0.46,2.365,4.352,0.257,1.499,1.162,0.839,0.809,0.843,-0.002,0.277
51.827691,6.752221,DEA12100,0.91,1.011,0.19,2.87,0.399,2.282,4.38,0.157,1.311,1.203,0.935,1.395,0.782,0.001,0.277
52.239054,7.292827,DEA12130,0.913,1.077,0.1,3.01,0.395,2.237,4.423,0.082,1.56,1.35,0.934,1.843,0.753,-0.001,0.563
52.108893,7.356875,DEA12140,0.873,1.452,0.04,3.45,0.394,2.216,4.455,0.023,1.722,1.928,1.363,3.782,1.002,0,0.786
52.214948,7.323746,DEA12150,0.96,1.364,0.09,3.49,0.432,2.22,4.462,0.068,1.791,1.639,1.154,2.483,0.912,0,0.734
52.039836,7.082094,DEA12160,1.001,1.496,0.06,3.755,0.434,2.29,4.501,0.038,1.821,1.73,1.214,3.01,0.936,0,0.865
52.116983,7.117103,DEA12170,1.1,1.518,0.11,3.811,0.482,2.284,4.484,0.091,1.934,1.511,1.059,2.856,0.891,0,0.973
52.217943,7.024671,DEA12180,0.787,0.996,0.08,2.64,0.343,2.294,4.418,0.061,1.302,1.462,1.001,2.227,0.813,-0.001,0.262
49.445642,7.443029,DEB10000,0.873,1.162,0.14,3.06,0.377,2.312,4.679,0.115,1.574,1.284,1.077,1.09,1.001,0.003,0.062
49.599891,7.482398,DEB10010,0.821,1.338,0.13,3.102,0.369,2.225,4.42,0.118,1.599,1.656,1.296,1.345,1.211,-0.001,0.786
49.688918,7.65225,DEB10020,0.74,1.072,0.17,2.59,0.35,2.114,4.172,0.156,1.272,1.389,1.138,1.085,1.154,0,0.892
49.528576,7.66311,DEB10040,0.724,0.542,0.37,1.58,0.356,2.031,4.084,0.35,0.458,0.609,0.637,0.659,0.813,0.001,0.61
49.678298,7.650421,DEB10060,0.588,1.28,0.03,2.12,0.303,1.936,4.105,0.025,1.244,2.212,1.65,2.183,1.658,-0.001,0.708
49.70304,7.598702,DEB10070,0.553,1.302,0.02,2.472,0.315,1.743,3.778,0.015,1.378,2.872,1.707,3.619,1.656,0.002,0.359
49.606533,7.814543,DEB10080,0.549,0.909,0.11,1.742,0.292,1.878,3.926,0.088,0.824,1.305,1.35,1.584,1.444,0.003,0.103
49.780758,7.830958,DEB10090,0.462,0.679,0.08,1.43,0.258,1.79,3.758,0.076,0.684,1.145,1.191,1.415,1.261,0,0.973
49.729976,7.784172,DEB10100,0.377,0.673,0.01,1.324,0.218,1.728,3.746,0.01,0.72,1.703,1.195,2.389,1.423,0.002,0.308
49.706027,7.863183,DEB10110,0.416,0.69,0.04,1.3,0.234,1.769,3.938,0.031,0.674,1.413,1.308,1.854,1.376,-0.002,0.038
49.261409,7.58033,DEB10120,0.702,0.317,0.4,1.27,0.291,2.413,4.61,0.391,0.286,0.425,0.417,0.326,0.49,-0.001,0.377
49.254166,7.419305,DEB10130,0.748,0.422,0.38,1.47,0.312,2.396,4.58,0.366,0.429,0.464,0.502,0.326,0.615,-0.002,0.126
49.269618,7.416052,DEB10140,0.751,1.117,0.27,2.18,0.305,2.313,4.608,0.265,1.01,1.29,1.185,0.591,1.388,0.001,0.695
49.18362,7.539578,DEB10160,1.411,1.616,0.34,4.23,0.557,2.372,4.712,0.313,1.651,1.038,0.981,0.798,1.041,0,0.925
49.209388,7.473648,DEB10170,1.003,1.231,0.35,2.801,0.392,2.397,4.739,0.314,1.138,1.04,1.053,0.772,1.17,0.001,0.269
49.62211,7.23075,DEB10190,1.636,2.514,0.14,6.442,0.58,2.82,5.521,0.115,3.5,1.707,1.17,1.523,1.039,0.002,0.455
49.704612,7.343313,DEB10200,1.476,2.201,0.09,5.23,0.548,2.69,5.21,0.059,3.296,1.655,1.058,1.541,1.004,-0.002,0.144
49.803792,7.536003,DEB10210,0.908,1.396,0.12,3.27,0.411,2.206,4.177,0.094,1.86,1.612,1.099,1.319,1.139,0.004,0.019
49.780139,7.72003,DEB10220,0.765,1.097,0.12,2.64,0.361,2.121,4.009,0.089,1.445,1.457,1.013,1.172,1.105,0.001,0.61
49.650942,7.100736,DEB10230,1.703,2.009,0.21,5.46,0.541,3.144,6.127,0.19,3.293,1.419,0.796,1.04,0.811,0.006,0
49.666912,7.255209,DEB10240,1.09,1.898,0.05,3.83,0.393,2.773,5.404,0.039,2.476,1.999,1.126,1.703,1.226,0.002,0.234
49.75203,7.364315,DEB10270,0.876,1.217,0.08,2.98,0.401,2.176,4.428,0.057,1.706,1.584,1.025,1.567,0.959,0.001,0.61
49.799155,7.431217,DEB10280,0.633,0.965,0.06,2.24,0.32,1.979,3.915,0.04,1.269,1.552,1.075,1.557,1.139,0.001,0.292
50.041686,7.584335,DEB10290,0.735,1.29,0.08,2.93,0.379,1.938,3.911,0.056,1.46,1.959,1.294,2.749,1.309,-0.003,0.292
49.846287,7.488949,DEB10300,0.542,0.85,0.07,1.83,0.288,1.882,3.72,0.053,0.991,1.526,1.082,2.081,1.238,0,0.76
49.88633,7.691753,DEB10320,0.754,1.396,0.03,2.77,0.384,1.964,4.073,0.03,1.643,1.878,1.218,3.448,1.387,-0.003,0.072
49.886349,7.853321,DEB10330,0.39,0.518,0.06,1.256,0.213,1.833,3.791,0.041,0.599,1.32,0.945,1.655,1.076,-0.001,0.045
50.066873,7.078564,DEB10340,0.777,1.233,0.05,3.04,0.35,2.222,4.317,0.032,1.607,1.635,1.179,1.563,1.131,0.002,0.066
50.162381,7.137828,DEB10350,0.798,1.168,0.07,2.74,0.366,2.182,4.372,0.039,1.571,1.567,0.995,1.349,1.072,-0.002,0.341
50.1264,7.278657,DEB10360,0.626,0.884,0.05,2.26,0.302,2.055,4.1,0.032,1.188,1.521,1.022,1.501,1.024,0.004,0.003
50.139796,7.540122,DEB10380,0.494,0.816,0,1.78,0.25,1.965,3.978,0,0.963,1.638,1.137,2.875,1.254,-0.001,0.434
50.204404,7.397918,DEB10390,0.462,0.712,0.05,1.622,0.246,1.879,3.719,0.029,0.777,1.599,1.092,1.73,1.285,0,0.892
50.370089,7.374468,DEB10400,0.582,0.692,0.12,1.85,0.315,1.844,3.647,0.104,0.844,1.043,0.906,1.358,0.972,-0.001,0.377
50.415805,7.423026,DEB10410,0.495,0.435,0.17,1.28,0.279,1.771,3.534,0.158,0.548,0.712,0.684,0.877,0.767,0,0.812
50.516683,6.988615,DEB10420,0.679,0.989,0.09,2.42,0.341,1.985,3.805,0.072,1.162,1.45,1.074,1.932,1.113,-0.003,0.016
50.37136,6.839892,DEB10430,0.779,1.438,0.03,3.12,0.388,2.002,4.019,0.011,1.639,1.746,1.362,3.591,1.338,0.002,0.248
50.483921,6.980463,DEB10450,0.761,1.338,0.08,3.12,0.381,1.996,4.004,0.07,1.372,1.837,1.384,2.75,1.355,-0.003,0.153
50.510009,6.967653,DEB10460,0.548,0.863,0.02,2.158,0.282,1.935,4.045,0.02,0.925,1.815,1.282,2.525,1.129,0,0.919
50.55765,7.988794,DEB10470,1.318,1.503,0.28,3.714,0.481,2.74,5.092,0.251,1.686,0.987,0.964,0.807,1.023,0.001,0.324
50.289779,8.064148,DEB10480,0.528,0.647,0.12,1.69,0.272,1.939,3.833,0.098,0.738,1.098,0.918,1.127,1.075,0,0.892
50.303124,7.850552,DEB10490,0.538,0.658,0.08,1.68,0.28,1.919,3.832,0.071,0.846,1.128,0.817,1.322,1.036,0.001,0.324
50.321683,7.856958,DEB10500,0.884,1.092,0.15,2.9,0.379,2.33,4.485,0.137,1.405,1.336,0.964,0.972,0.948,0.001,0.563
50.40898,7.811565,DEB10510,0.953,1.218,0.16,2.93,0.404,2.358,4.691,0.117,1.406,1.377,0.967,1.034,1.072,0,0.865
50.433465,7.899829,DEB10520,0.872,0.982,0.16,2.58,0.37,2.351,4.532,0.133,1.188,1.121,0.864,0.797,0.95,0.002,0.077
50.230743,7.828629,DEB10530,0.404,0.521,0.09,1.29,0.218,1.849,3.735,0.074,0.559,1.233,1.022,1.562,1.077,-0.001,0.395
50.274504,7.80323,DEB10540,0.476,0.552,0.11,1.36,0.259,1.837,3.687,0.108,0.619,0.961,0.835,1.33,1.039,0.001,0.359
50.63608,7.556741,DEB10560,1.189,1.485,0.21,3.79,0.416,2.674,4.974,0.186,1.77,1.253,1.045,1.159,0.976,-0.006,0.001
50.502094,7.445663,DEB10570,0.972,1.169,0.18,3.18,0.396,2.451,4.507,0.142,1.407,1.247,0.985,1.114,0.937,0.001,0.126
50.625613,7.552254,DEB10580,0.94,1.017,0.23,2.7,0.381,2.467,4.624,0.188,1.307,1.094,0.784,0.817,0.909,0.002,0.144
50.616003,7.456149,DEB10590,0.924,1.446,0.13,3.16,0.378,2.443,4.64,0.096,1.454,1.709,1.284,1.912,1.195,0.001,0.475
50.48391,7.513265,DEB10600,0.945,0.875,0.18,2.62,0.407,2.321,4.462,0.144,1.285,0.887,0.677,0.907,0.745,0.003,0.016
50.793223,7.863932,DEB10610,1.645,2.398,0.2,5.622,0.544,3.02,5.389,0.166,2.906,1.478,1.225,1.414,1.085,0.001,0.324
50.778794,7.877935,DEB10620,1.385,1.934,0.18,4.462,0.494,2.806,5.16,0.135,2.399,1.426,1.157,1.205,1.069,-0.002,0.118
50.824688,7.767562,DEB10630,1.549,2.442,0.12,5.77,0.527,2.938,5.462,0.06,2.715,1.57,1.351,2.116,1.148,0.002,0.185
50.708251,7.751242,DEB10640,1.509,2.177,0.27,5.15,0.527,2.856,5.261,0.215,2.345,1.455,1.231,1.206,1.14,-0.002,0.11
50.704825,7.77211,DEB10650,1.484,2.193,0.18,5.17,0.524,2.829,5.265,0.136,2.374,1.522,1.26,1.553,1.123,0,0.892
49.647031,8.097634,DEB10660,0.398,0.535,0.07,1.15,0.233,1.71,3.739,0.058,0.616,1.028,0.846,1.004,1.272,-0.001,0.455
49.869619,8.328979,DEB10680,0.164,0.131,0.05,0.37,0.108,1.512,3.397,0.048,0.115,0.689,0.767,0.854,0.686,0.001,0.03
49.737521,8.082943,DEB10690,0.167,0.146,0.06,0.35,0.103,1.516,3.465,0.06,0.131,0.538,0.834,0.813,0.899,0,0.354
49.91163,8.142038,DEB10700,0.158,0.131,0.04,0.37,0.11,1.441,3.185,0.034,0.133,0.704,0.729,0.777,0.797,0,0.865
49.964979,8.051445,DEB10710,0.131,0.103,0.04,0.3,0.091,1.441,3.151,0.04,0.118,0.626,0.701,0.72,0.743,0,0.708
49.862005,7.910627,DEB10730,0.271,0.31,0.04,0.81,0.172,1.58,3.481,0.033,0.356,1.072,0.88,1.111,0.973,0,0.734
49.783611,8.028371,DEB10740,0.245,0.296,0.06,0.7,0.154,1.595,3.539,0.048,0.326,0.774,1.002,0.894,1.143,0,0.892
49.888606,7.927237,DEB10750,0.175,0.187,0.04,0.482,0.118,1.481,3.305,0.033,0.208,0.855,0.85,1.056,1,0,0.634
49.071696,8.136076,DEB10790,0.17,0.352,0.03,0.42,0.081,2.094,4.422,0.03,0.229,1.284,1.163,1.72,2.136,-0.001,0
49.118693,8.278936,DEB10800,0.43,0.356,0.13,1.03,0.215,2.001,4.195,0.11,0.419,0.821,0.66,0.782,0.769,-0.002,0.135
49.14363,8.19497,DEB10810,0.408,0.39,0.09,1.05,0.202,2.021,4.223,0.076,0.539,0.88,0.763,0.899,0.785,-0.002,0.025
49.214541,8.351387,DEB10820,0.318,0.25,0.13,0.71,0.145,2.198,4.398,0.124,0.285,0.583,0.721,0.551,0.77,0,0.563
49.209644,8.049246,DEB10830,0.657,0.42,0.33,1.41,0.275,2.388,4.765,0.336,0.561,0.42,0.544,0.389,0.691,-0.001,0.497
49.352874,8.13181,DEB10840,0.518,0.238,0.31,1.01,0.239,2.169,4.219,0.308,0.313,0.231,0.427,0.308,0.537,-0.001,0.359
49.537942,8.220783,DEB10860,0.133,0.077,0.07,0.25,0.076,1.699,3.777,0.071,0.059,0.436,0.564,0.623,0.569,-0.001,0.009
49.609463,8.305523,DEB10870,0.328,0.183,0.14,0.63,0.184,1.645,3.666,0.129,0.204,0.45,0.504,0.545,0.558,-0.002,0.103
49.993253,6.153967,DEB10900,1.148,1.807,0.03,4.54,0.466,2.464,4.545,0.014,2.228,1.515,1.313,2.23,1.093,0.003,0.053
50.219328,6.439959,DEB10910,1.472,2.34,0.08,5.8,0.528,2.787,5.122,0.053,2.782,1.608,1.335,1.846,1.133,0.003,0.023
50.022664,6.418512,DEB10930,1.288,2.029,0.07,5.1,0.507,2.539,4.647,0.043,2.54,1.524,1.289,2.285,1.104,0.003,0.003
49.867581,6.436796,DEB10940,1.14,1.704,0.13,4.12,0.47,2.424,4.422,0.113,2.145,1.382,1.134,1.476,1.142,0.001,0.341
49.970015,6.322892,DEB10950,1.039,1.775,0.04,3.902,0.434,2.394,4.526,0.028,2.142,1.577,1.191,1.928,1.271,0.002,0.045
50.172936,6.454721,DEB10960,1.261,1.892,0.15,4.75,0.495,2.547,4.782,0.126,2.268,1.527,1.19,1.703,1.101,0,1
50.064344,6.499978,DEB10970,0.955,1.289,0.22,3.01,0.373,2.562,4.834,0.22,1.519,1.219,0.934,1.163,1.162,-0.001,0.563
49.882858,6.461784,DEB10980,0.853,1.241,0.17,3.01,0.357,2.392,4.478,0.154,1.55,1.346,1.08,1.387,1.153,0,0.892
49.710677,6.528586,DEB10990,0.585,0.81,0.07,1.66,0.27,2.167,4.341,0.07,1.032,1.394,0.705,1.094,1.246,0,0.919
49.61493,6.693824,DEB11010,1.314,1.739,0.2,4.1,0.467,2.81,5.384,0.171,2.457,1.368,0.856,1.073,1.031,0,0.76
49.762405,6.726906,DEB11020,1.023,1.372,0.12,3.53,0.4,2.559,4.889,0.107,1.991,1.444,0.951,1.255,0.978,0.002,0.234
49.598608,6.685306,DEB11030,1.31,1.637,0.23,4.19,0.489,2.679,5.229,0.213,2.343,1.354,0.824,1.102,0.959,-0.003,0.083
50.254069,6.5751,DEB11100,1.212,2.071,0.08,4.57,0.467,2.586,5.034,0.04,2.468,1.723,1.312,1.889,1.246,-0.001,0.341
50.238127,6.614283,DEB11110,1.124,1.631,0.23,3.684,0.441,2.551,4.886,0.251,1.864,1.426,1.043,0.928,1.214,-0.001,0.587
50.047745,6.718056,DEB11120,1.087,1.548,0.24,3.47,0.423,2.568,4.929,0.21,1.858,1.205,0.953,2.579,1.053,0.001,0.395
49.946246,6.808863,DEB11130,0.818,1.128,0.18,2.71,0.357,2.291,4.387,0.157,1.519,1.203,0.988,1.192,1.097,0.001,0.475
49.826898,6.940488,DEB11140,0.816,1.095,0.1,2.692,0.354,2.303,4.482,0.081,1.462,1.52,0.935,1.215,1.036,-0.002,0.11
49.788637,6.894488,DEB11150,1.1,1.461,0.11,3.63,0.422,2.602,5.078,0.084,2.11,1.532,0.89,1.196,0.98,0,0.973
50.204937,6.833259,DEB11160,0.917,1.807,0.02,3.92,0.394,2.324,4.496,0.02,2.042,1.975,1.531,4.135,1.373,-0.003,0.011
50.011756,6.873999,DEB11170,1.017,1.663,0.09,3.942,0.42,2.422,4.643,0.061,2.113,1.913,1.215,1.91,1.153,-0.001,0.541
49.94087,6.954212,DEB11180,0.834,1.329,0.11,2.92,0.362,2.304,4.394,0.094,1.629,1.474,1.113,1.632,1.247,0,0.946
50.133828,6.889509,DEB11200,1.056,1.687,0.09,4.12,0.437,2.417,4.694,0.07,2.088,1.612,1.235,1.723,1.175,-0.001,0.455
50.064973,6.919144,DEB11210,1.066,2.192,0.04,4.19,0.449,2.367,4.613,0.032,2.585,2.106,1.417,2.285,1.469,-0.001,0.786
50.387741,6.827315,DEB11230,0.701,0.993,0.12,2.32,0.343,2.033,3.93,0.112,1.219,1.267,0.971,1.677,1.135,0.002,0.11
