catch_no,catch_id,well_id,match_type,dK,K_code_well,K_desc_well,K_index_w,K_code_cat,K_desc_cat,K_index_c,inside_priority,is_natural,nearest_dtw_to_natural,dominant_K_code,dominant_K_share
483,DE710720,H_7903,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7365825959166825
414,DE710010,H_7186,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7362642648964859
884,DEA11650,NRW_21000244,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7361402585590501
24,DE110380,BW_8501@264-0,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7356680776643365
262,DE214200,BY_22030,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7349628154627111
375,DE411290,BR_37413750,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7313185656711829
412,DE412320,BR_38451306,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7299467166799944
440,DE710280,H_7051,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.7291850392003285
642,DE910370,NS_1200000021,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7288777369005607
964,DEB10520,RP_2589150200,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7245530848788285
467,DE710560,H_10260,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7242761311249866
376,DE411300,BR_37423400,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7240689988420855
1031,DED10320,S_49441269,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.7220626727010869
5,DE110040,BW_2009@720-5,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.7208586106291067
786,DE912570,NS_600001520,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.7193082622238095
563,DE810930,MV_16460009,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7182451637159857
329,DE215020,BY_83614,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7151220638776932
1050,DED11370,S_47520001,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.7149588576536876
1061,DED11660,S_50530326,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7136481712593797
1100,DEE10260,SA_45340267,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7136277143381299
323,DE214950,BY_22153,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7126426190494707
785,DE912560,NS_1300000131,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7117140533452211
378,DE411320,BR_36413850,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7113118512172756
450,DE710380,H_6527,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.7093103002100559
1105,DEE10350,SA_44380007,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7083435291255795
784,DE912550,NS_600001496,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7065049063157868
365,DE411100,BR_37471001,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7058712774634777
847,DEA10860,NRW_21182206,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7044874392341849
916,DEA12040,NRW_100040160,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7020859645874186
8,DE110090,BW_0100@516-6,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7015362385881663
936,DEB10120,RP_2642100500,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.7012435625795019
1145,DEE10970,SA_38370019,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.7011529121971143
192,DE211470,BY_2144,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.701004629494557
390,DE411790,BR_28401031,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.7005728557785276
199,DE211780,BY_19137,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.700407366584827
1042,DED10890,S_48553012,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.7001804639825707
208,DE212540,BY_7020,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6995929809503535
386,DE411730,BR_27400058,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6988951524745052
260,DE214170,TH_119056,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6962943719463474
176,DE211060,BY_3109,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6959828904315413
723,DE911710,NS_400000205,inside,0,3,Medium,3,3,Medium,3,1,0,0.10697027072676275,3,0.6957900221872363
146,DE210380,BY_9285,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.6943939331582714
197,DE211760,BY_15189,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6938973137975682
277,DE214400,BY_3121,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6921148558618891
647,DE910500,NS_1200000041,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6920212954013478
1091,DEE10100,BR_40410010,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6916483848205952
848,DEA10890,NRW_91174200,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.6913435701312829
282,DE214450,BY_17127,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6902028737656131
745,DE912010,NS_1300000575,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6901877022771349
1059,DED11620,S_47471059,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6899616223523806
1310,DEG10320,TH_114047,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6888399112284109
224,DE213570,BY_19150,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6887457141991844
1155,DEE11120,SA_33350017,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6882997139067376
651,DE910580,NS_900000361,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6882070923199292
174,DE211030,BY_11404,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6869835632044987
1099,DEE10250,SA_44330502,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6859078193832253
877,DEA11430,NRW_10200654,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.683899379757139
457,DE710450,H_14950,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6834379379767441
420,DE710070,H_8012,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6825426182314427
802,DEA10170,NRW_76839710,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6817576092237547
404,DE412200,BR_43536000,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6803419203557284
7,DE110080,BW_0100@764-0,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6792903852918457
626,DE910190,NS_1100000203,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6783536995715431
221,DE213540,BY_19242,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6782022497820847
979,DEB10710,RP_2525150000,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6778654021662461
47,DE110670,BW_0102@714-6,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6778281024001372
782,DE912530,NS_1300003038,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6759543082562158
739,DE911950,NS_1300000130,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6747544016278187
326,DE214980,BY_22126,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6741332421397019
279,DE214420,BY_3146,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6739851741902614
716,DE911560,NS_700000477,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6738787324524832
1297,DEG10140,TH_120045,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6733091354215539
886,DEA11680,NRW_20102045,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6714807773988143
636,DE910310,NS_1100000147,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6704783080332927
781,DE912520,NS_600000656,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6703345569562783
1103,DEE10310,SA_46360613,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6700325068299874
727,DE911780,NS_800001036,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6680739381169277
373,DE411270,BR_38441747,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.667336340962089
1055,DED11490,S_47431937,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6646002408097051
432,DE710200,H_6581,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6624631803113844
640,DE910350,NS_1100000346,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6600693740834765
39,DE110560,BW_2004@555-3,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6581044088461616
411,DE412310,BR_37451400,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6563236218027756
430,DE710180,H_8472,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6550342396971507
875,DEA11390,NRW_10000069,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.6540373800830042
1110,DEE10400,SA_45360211,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6533806047217827
1148,DEE11030,SA_36350072,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6532404394239191
207,DE212530,BY_15208,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.652613996384378
783,DE912540,NS_1300000483,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6518404058768457
693,DE911230,NS_400000227,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6481855470784832
72,DE111140,BW_0105@773-0,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6465935736215163
740,DE911960,NS_1300000094,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6459402876476178
748,DE912100,NRW_100150100,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6442461261571322
1012,DEC10160,SAAR_670990000,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6441050587878532
173,DE211010,BY_15185,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6428754314761758
816,DEA10340,NRW_16004747,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6420210440388207
1108,DEE10380,SA_44340774,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6413381187577035
446,DE710340,H_6056,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6402074641260457
1057,DED11540,S_53403676,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,0.19419661120482531,4,0.6392881140839145
172,DE211000,BY_16295,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.6388879943601282
337,DE215120,H_13415,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6382893224397059
384,DE411440,BR_37441853,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.6374839075824547
267,DE214250,BY_17132,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.14778150024588246,12,0.6373783318690476
818,DEA10360,NRW_70178112,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.6366074855330315
78,DE111220,BW_0018@572-4,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.636321690924027
363,DE411040,BR_38465203,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6357700734303086
1015,DEC10280,SAAR_900660,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6350138470840391
736,DE911920,NS_1300000528,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6341783523125725
805,DEA10220,NRW_70277515,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6340255835019413
438,DE710260,H_9153,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6326350938511066
1293,DEG10090,TH_114816,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6324551239738313
1007,DEB11230,NRW_10308647,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6321260358740608
460,DE710490,H_8599,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6317024383388545
61,DE110950,BW_0106@773-4,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.631588683420029
1115,DEE10450,SA_43340010,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,1,0,10,0.6313444180611101
985,DEB10800,RP_2375131000,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6310704349120582
417,DE710040,H_15756,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.6305222644665751
843,DEA10780,NRW_36460667,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6297089786833268
370,DE411220,BR_37431851,inside,0,3,Medium,3,3,Medium,3,1,0,0.08240426205437054,3,0.6288872934666255
372,DE411240,BR_37431651,inside,0,3,Medium,3,3,Medium,3,1,0,0.0843863761312316,3,0.6277767533605065
672,DE910890,NS_700000632,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6275648268289862
811,DEA10280,NRW_73732813,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6272221630240503
283,DE214460,BY_6106,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6269620923040342
471,DE710600,H_13925,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6268694120785268
379,DE411340,BR_37441880,inside,0,3,Medium,3,3,Medium,3,1,0,0.09621693358889329,3,0.6245506601171898
380,DE411350,BR_37441852,inside,0,3,Medium,3,3,Medium,3,1,0,0.18234567590117903,3,0.6245506601171898
166,DE210910,BY_8275,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6243590274836186
1118,DEE10480,SA_42380006,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.6235283955582573
1044,DED10970,S_47543059,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6227069801337657
157,DE210520,BW_0100@809-5,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6227054799566903
1211,DEF11950,SH_3929,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6217865947222342
837,DEA10700,NRW_59620766,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.620431045629627
306,DE214740,BY_5178,inside,0,5,Low,5,5,Low,5,1,0,0.1169437953500065,5,0.6191382828769847
807,DEA10240,NRW_30302195,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6188987582537897
53,DE110780,BW_0005@669-1,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.6184524917790627
885,DEA11670,NRW_101656014,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.616296336390913
147,DE210400,BY_9170,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.6154132154080838
876,DEA11410,NRW_10302128,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6145454770928014
80,DE111240,BW_0111@773-7,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.6130776929686735
266,DE214240,BY_17133,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.3116209178458843,12,0.6115356618883031
358,DE410830,BR_40466026,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.6113829422211029
840,DEA10730,NRW_59540497,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.6100053760438695
747,DE912090,NRW_100140798,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6093970171201354
448,DE710360,H_7553,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.6091249363214735
669,DE910830,NS_1100000506,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.607714479295868
1043,DED10920,S_52420801,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.6061155522489617
891,DEA11730,NRW_110040247,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.6048878885744365
427,DE710150,H_5192,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.6026083893537899
829,DEA10530,NRW_91161551,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.6016761378686166
830,DEA10540,NRW_91165301,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.6015729872926223
466,DE710550,H_8584,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,1,0,12,0.6003371513567646
889,DEA11710,NRW_110039257,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5996329450177089
484,DE710730,H_7204,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.597899399509867
307,DE214750,BY_22018,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5966409215220928
1295,DEG10110,TH_733675,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5961346958672017
1018,DEC10310,SAAR_650790010,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5954830001043615
888,DEA11700,NRW_110039464,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5950673703634553
1064,DED11790,S_48440166,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5946536493691289
809,DEA10260,NRW_30302079,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5931678897694659
361,DE410970,BR_36451340,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.59301482215828
1032,DED10340,S_51431459,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.5930032028880581
1316,DEG10400,S_54370001,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.592583536222663
177,DE211070,BY_3108,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,1,0,12,0.5921328895355292
988,DEB10830,RP_2377105500,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5917139215667784
832,DEA10600,NRW_59620389,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5907522413567567
810,DEA10270,NRW_30302134,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5906128329209277
755,DE912170,NS_1300000619,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5896216917592683
451,DE710390,H_9518,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5889582708348741
1040,DED10830,S_52420829,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.5886908872457579
205,DE212470,BY_16000,inside,0,2,High,2,2,High,2,1,1,0,2,0.5857171040661568
808,DEA10250,NRW_34709010,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5844353058168871
110,DE111790,BW_0145@771-8,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5842003861019951
1077,DED12370,S_47450159,inside,0,4,Moderately low,4,4,Moderately low,4,1,1,0,4,0.5839432595733235
352,DE410610,BR_40476206,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5836397927370475
919,DEA12130,NRW_110050083,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5804151908468014
1132,DEE10790,SA_41310018,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5779219261907432
406,DE412220,BR_42530367,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5774399138458025
1047,DED11150,S_50481214,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.5754156139134018
49,DE110700,BW_0002@667-0,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.5752378506958509
854,DEA10950,NRW_21410069,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5746486585529393
1138,DEE10890,SA_34380018,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5743956800544896
1296,DEG10120,TH_110808,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5742534380257445
1294,DEG10100,TH_118083,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5727105860123897
1090,DEE10090,BR_39423122,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5716401722255268
500,DE710900,H_8985,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5697864239436808
156,DE210500,BW_0100@812-5,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5691514185867712
831,DEA10550,NRW_91161708,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.568562474294122
345,DE410140,S_46490626,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5685098968634744
561,DE810910,MV_15460500,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5672416471025004
1075,DED12320,S_47511000,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5669800583464818
1082,DED12530,S_45420899,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5662168273367385
238,DE213800,BY_6151,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5659760646968366
741,DE911970,NS_1300003025,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.5658531204733046
514,DE810110,MV_20320013,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5650482906571439
464,DE710530,H_7905,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5650258175364324
50,DE110710,BW_0001@719-6,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.5634424408579632
752,DE912140,NS_1100000035,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5630028726886459
742,DE911980,NS_1300000511,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5624824218283939
631,DE910250,NS_1100000163,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5623439170315562
834,DEA10620,NRW_59620444,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.562251559188808
1073,DED12110,S_49540285,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5608879815561205
667,DE910810,NRW_100713051,inside,0,3,Medium,3,3,Medium,3,1,0,0.10092158206291102,3,0.5591700284302666
1234,DEF12840,SH_2104,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5561602425159501
356,DE410810,BR_39480324,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5547130223295058
349,DE410210,BR_42463656,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5541590378673661
1070,DED11990,S_48481211,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5527901110881378
986,DEB10810,RP_2375127300,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5506783030473529
155,DE210490,BW_0101@812-0,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5506345480602485
733,DE911890,NS_500000194,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5473063823519793
749,DE912110,NRW_100140804,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5466358645730486
624,DE910020,NRW_110200214,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5462627517111216
18,DE110200,BW_2019@655-1,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5454325344913689
907,DEA11940,NRW_104443169,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5450982956729822
1311,DEG10350,TH_133289,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5450684312878606
927,DEB10020,RP_2546105900,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5446982502726552
734,DE911900,NS_1300000370,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5428964259481134
719,DE911630,NS_400003554,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5404208724903841
863,DEA11090,NRW_110000110,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5399859448040183
188,DE211290,BY_6164,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5378745053107008
858,DEA10990,NRW_21182504,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5371112842791843
883,DEA11630,NRW_100101010,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5356382704092808
1086,DED12710,S_47520415,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5352616739415527
264,DE214220,BY_17159,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.484831798875603,12,0.5348637348369546
675,DE910960,NS_700000517,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5344670791746796
1068,DED11960,S_48510405,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.5337749089733919
914,DEA12010,NRW_100760430,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.533185071772822
937,DEB10130,RP_2642113000,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5325354107339627
312,DE214830,BY_22145,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5318745851455039
175,DE211050,BY_3124,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5297589158988114
1080,DED12500,S_48553013,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5296496406197044
860,DEA11040,NRW_21150035,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5296167416790447
488,DE710770,H_5236,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.5284072507568923
83,DE111310,BW_9201@268-7,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5281377447208762
