catch_no,catch_id,well_id,match_type,dK,K_code_well,K_desc_well,K_index_w,K_code_cat,K_desc_cat,K_index_c,inside_priority,is_natural,nearest_dtw_to_natural,dominant_K_code,dominant_K_share
683,DE911070,NS_700000497,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3093401961879896
676,DE910990,SA_41300024,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.30796958296522853
746,DE912030,NS_1100000334,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3069937360013555
913,DEA12000,NRW_100742002,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.30652818994132697
1133,DEE10810,SA_39320012,inside,0,5,Low,5,5,Low,5,1,1,0,5,0.3039012597769344
231,DE213690,BY_6166,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.30378837299959066
688,DE911160,NS_400000313,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.30255657864065527
706,DE911380,NS_700000577,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3014402602350186
1079,DED12470,S_49410686,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.30085445768720265
918,DEA12100,NRW_60069934,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.29980413308060994
1045,DED11050,S_46476440,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.2963687734369385
870,DEA11180,NRW_110039555,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.29528055957973587
906,DEA11930,NRW_100120209,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.291634665276284
1329,DEG10580,H_7277,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.2875197969734341
159,DE210540,BW_0103@809-5,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.286144328591985
491,DE710800,TH_116602,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.28211366254091375
73,DE111150,BW_0003@421-5,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.2782106373949273
346,DE410160,BR_46489173,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.2690260790290433
13,DE110150,BW_0100@321-9,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.2640677935587882
871,DEA11200,NRW_110300993,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.26374285769307304
347,DE410170,S_47490381,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.2623702078737224
2,DE110010,BW_0105@370-3,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.262014640271638
718,DE911620,NS_400001644,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.2595413877231108
1123,DEE10570,SA_39320020,inside,0,6,Very low,6,10,Low to extremely low,6,1,1,0,10,0.2574159307634439
473,DE710620,H_6271,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.2553599806952783
682,DE911060,NS_700000806,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.2525821792968864
462,DE710510,H_6232,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.2476190952839842
456,DE710440,H_5087,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.2400943862144904
720,DE911640,NS_400003068,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.2394881960690736
713,DE911480,NS_700000539,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,1,0,12,0.2290715598317225
9,DE110100,BW_0102@321-8,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.22880529694898727
1124,DEE10580,SA_38320022,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,0.3268745597607006,10,0.21961205294032426
715,DE911530,NS_700000541,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.23918857542327113,12,0.20139948149372444
1030,DED10300,S_53403675,inside,0,5,Low,5,5,Low,5,1,1,0,5,0.18577713690869008
758,DE912210,NS_600001032,inside,0.5,9,Medium to moderately low,3.5,3,Medium,3,1,0,Inf,3,0.9698948573671228
66,DE111020,BW_4501@657-0,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.7868927854565229
213,DE212600,BY_15207,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.7449444206265596
1324,DEG10510,TH_111975,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.7040374223551626
223,DE213560,BY_19620,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.666756573183051
87,DE111380,BW_0141@463-7,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.6633421246972926
222,DE213550,BY_19709,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.6605733615345464
901,DEA11880,NRW_101750055,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.6452435095949828
311,DE214810,BY_27130,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.6328982782027022
31,DE110460,H_14293,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.629348064284201
1139,DEE10900,SA_31391526,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.6202643566954069
115,DE111900,BW_0002@565-0,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.6193099150613466
310,DE214800,BY_27145,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.6178524137758996
362,DE411020,BR_38461266,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.5973665287101146
32,DE110470,BW_2030@408-6,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5912746325982637
304,DE214700,BY_17148,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5839905107980454
303,DE214690,BY_17193,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5768737940615106
17,DE110190,BY_3143,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.5750720606934239
40,DE110570,BW_2156@363-2,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5560265722805834
318,DE214900,TH_111924,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5551863124773365
68,DE111040,BW_0100@761-3,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5534384406225692
336,DE215110,BY_4176,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5504812754042566
168,DE210940,BY_8284,inside,0.5,12,Moderately low to low,4.5,4,Moderately low,4,1,0,Inf,4,0.5396457308797254
259,DE214160,BY_10134,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.5281537282008166
477,DE710660,H_14018,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.5269285275044119
211,DE212580,BY_15201,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,0.405442954803055,5,0.5188376306210767
25,DE110390,BW_0022@414-7,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.508372655314846
461,DE710500,H_5171,inside,0.5,12,Moderately low to low,4.5,4,Moderately low,4,1,0,Inf,4,0.5080957432233555
737,DE911930,NS_1300000530,inside,0.5,9,Medium to moderately low,3.5,3,Medium,3,1,0,Inf,3,0.5033245520442432
1288,DEG10010,TH_119071,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.49163776176394214
22,DE110360,BW_7004@318-9,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.4701050287937011
189,DE211310,BY_24129,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.46928448938006934
27,DE110410,BW_0044@564-3,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.46002862824394636
99,DE111630,BW_2027@708-1,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.4597849285407208
255,DE214100,BY_10135,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.45445437576334835
487,DE710760,H_9349,inside,0.5,9,Medium to moderately low,3.5,4,Moderately low,4,1,0,Inf,4,0.4428026176580646
320,DE214920,BY_22152,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.43606372314442293
413,DE710000,H_5917,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.4354770206552549
357,DE410820,BR_41466005,inside,0.5,4,Moderately low,4,9,Medium to moderately low,3.5,1,0,Inf,9,0.4351804582394469
23,DE110370,BW_7005@318-4,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.4111967844775032
721,DE911680,NS_400000327,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.4002010930346297
319,DE214910,TH_117052,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.38718873948970756
852,DEA10930,NRW_91165106,inside,0.5,9,Medium to moderately low,3.5,3,Medium,3,1,0,Inf,3,0.3782531568847844
714,DE911520,NS_400000944,inside,0.5,3,Medium,3,9,Medium to moderately low,3.5,1,0,Inf,9,0.3718505230755148
206,DE212500,BY_14128,inside,0.5,5,Low,5,12,Moderately low to low,4.5,1,0,Inf,12,0.3573918281737535
154,DE210480,BY_9195,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.34378773556828085
697,DE911280,NS_700000609,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.32080439190884674
1,DE110000,BW_0108@320-3,inside,0.5,12,Moderately low to low,4.5,5,Low,5,1,0,Inf,5,0.27963245231971995
698,DE911290,NS_700000563,inside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,1,0,Inf,12,0.2688834439374555
1241,DEF13110,SH_4462,inside,1,4,Moderately low,4,3,Medium,3,1,0,Inf,3,0.9633157290967354
1309,DEG10310,TH_118271,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.909393210343387
212,DE212590,BY_15186,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.834238659490977
662,DE910720,NRW_101650220,inside,1,9,Medium to moderately low,3.5,12,Moderately low to low,4.5,1,0,Inf,12,0.8092471031199776
209,DE212560,BY_15182,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.7297162404639471
121,DE112010,BW_0101@509-6,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.7204772744294035
814,DEA10320,NRW_31040100,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.6658238283541447
210,DE212570,BY_15206,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.6514826206928703
1106,DEE10360,SA_44370014,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.6382422558203413
431,DE710190,H_5448,inside,1,5,Low,5,6,Very low,6,1,0,Inf,6,0.6325447753150808
1121,DEE10550,SA_41330031,inside,1,5,Low,5,10,Low to extremely low,6,1,1,0,10,0.6298009611600982
828,DEA10520,NRW_91135000,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.6118373437115409
1011,DEC10140,SAAR_650790020,inside,1,10,Low to extremely low,6,5,Low,5,1,0,Inf,5,0.6089522293803877
1033,DED10400,S_51481217,inside,1,6,Very low,6,5,Low,5,1,0,Inf,5,0.5763585921539978
1097,DEE10230,SA_45329211,inside,1,5,Low,5,10,Low to extremely low,6,1,0,0.19927027565659364,10,0.5665418739891822
29,DE110430,BW_0004@510-5,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.5556781964761475
1290,DEG10050,TH_727881,inside,1,9,Medium to moderately low,3.5,12,Moderately low to low,4.5,1,0,Inf,12,0.543327586162644
929,DEB10040,RP_2546150300,inside,1,12,Moderately low to low,4.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5358620379628735
272,DE214340,BY_3139,inside,1,6,Very low,6,5,Low,5,1,0,Inf,5,0.5171298955232438
1041,DED10860,S_50466002,inside,1,6,Very low,6,5,Low,5,1,0,Inf,5,0.5154447260464953
21,DE110350,BW_6502@319-9,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.5083704287157687
1122,DEE10560,SA_41330036,inside,1,5,Low,5,10,Low to extremely low,6,1,0,0.1441551239532367,10,0.5075260179702229
962,DEB10500,RP_2589140000,inside,1,7,Extremely low,7,10,Low to extremely low,6,1,0,Inf,10,0.4917774735347611
844,DEA10790,NRW_36460382,inside,1,10,Low to extremely low,6,5,Low,5,1,0,Inf,5,0.48933947210620554
215,DE212620,BY_19618,inside,1,4,Moderately low,4,5,Low,5,1,0,0.2162106323038722,5,0.4885367975331918
169,DE210950,BY_8285,inside,1,3,Medium,3,4,Moderately low,4,1,0,Inf,4,0.4734492711095366
1084,DED12660,S_49473570,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.4205974393387859
1129,DEE10730,SA_41310004,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.41919056693038526
182,DE211120,BY_17176,inside,1,6,Very low,6,5,Low,5,1,0,Inf,5,0.3781869672165421
1126,DEE10690,SA_41330038,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.3778800175580384
112,DE111820,BW_2000@413-7,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.37024407292255557
1098,DEE10240,SA_45330198,inside,1,5,Low,5,10,Low to extremely low,6,1,0,Inf,10,0.3568745334920716
293,DE214580,BY_17151,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.3568260682237514
70,DE111070,BW_7002@412-6,inside,1,4,Moderately low,4,5,Low,5,1,0,Inf,5,0.3471313113670255
905,DEA11920,NRW_100790318,inside,1,10,Low to extremely low,6,5,Low,5,1,0,Inf,5,0.26202527116698926
399,DE412050,BR_28400254,outside,0,3,Medium,3,3,Medium,3,0,0,0.1957435519041577,3,1
57,DE110840,BW_0134@770-6,outside,0,2,High,2,2,High,2,0,0,Inf,2,1
533,DE810380,MV_19390005,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
534,DE810390,MV_19390009,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
556,DE810800,MV_16420024,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
559,DE810840,MV_17420009,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
575,DE811250,MV_23430003,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
605,DE811950,BR_26471095,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
606,DE811960,BR_26471096,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
623,DE812290,MV_25290005,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
759,DE912220,NS_600000920,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
780,DE912500,NS_600001126,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
1178,DEF10510,SH_5211,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
1184,DEF10790,SH_5241,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
1187,DEF10930,SH_1291,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
1239,DEF13080,SH_5588,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
1273,DEF14350,SH_2108,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,1
523,DE810220,MV_19360007,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9987649178032004
972,DEB10600,RP_2713170300,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9987458809548161
299,DE214650,BY_5169,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.9982009102268774
613,DE812080,MV_26410002,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9970162994590936
1201,DEF11430,SH_5556,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9964190535992995
447,DE710350,H_12780,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9961204268588373
1278,DEF14770,SH_3363,outside,0,3,Medium,3,3,Medium,3,0,0,0.842104700290977,3,0.995251457834252
497,DE710860,H_8529,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.9940821060351792
864,DEA11100,NRW_91141904,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.9936402529001367
1176,DEF10460,SH_3582,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.992974971761042
621,DE812250,MV_24310007,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9883249521410837
1226,DEF12650,SH_4044,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9858517053430333
1265,DEF14090,SH_4523,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9850830123650776
965,DEB10530,H_9623,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9837658563713274
612,DE812070,MV_26410013,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9818712690845292
966,DEB10540,H_9637,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9778387284356849
1264,DEF14080,SH_6249,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9755176809363433
953,DEB10360,RP_2691140100,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9722809675057363
1327,DEG10550,TH_116880,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.969118283237981
800,DEA10150,NRW_76740912,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9666767314542632
930,DEB10060,RP_2546120800,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9643392167642151
1063,DED11720,S_50450006,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.9643249092840445
938,DEB10140,RP_2546197700,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.9573794792540357
1270,DEF14200,SH_2242,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.954415932586399
437,DE710250,H_8463,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.9538070053758029
952,DEB10340,RP_2689120200,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9437888040072799
989,DEB10840,RP_2377110200,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.937608416452133
948,DEB10300,RP_2545120400,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.9371033967458962
1237,DEF12980,SH_3376,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9243669797699838
1062,DED11690,S_53420826,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.9210705045041828
777,DE912450,NS_600001362,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.9127146347205338
994,DEB10930,RP_2628160900,outside,0,6,Very low,6,10,Low to extremely low,6,0,0,Inf,10,0.9097465024818739
184,DE211150,BY_20019,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.9083623921845386
873,DEA11260,NRW_11007254,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.8931109996652404
398,DE412020,BR_27381010,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.8873706637829762
435,DE710230,H_13334,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.8866995845649415
823,DEA10470,NRW_91175008,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.8822341002840082
56,DE110830,BW_0102@771-2,outside,0,2,High,2,2,High,2,0,0,Inf,2,0.8575878540471914
959,DEB10470,H_7696,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.849638729127845
560,DE810870,MV_16440014,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.8369879441830149
119,DE111980,BW_6501@617-1,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.8315399578978362
111,DE111810,BW_0112@773-1,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.8199464954976735
874,DEA11360,NRW_10300892,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.8185304268279162
113,DE111830,BW_0170@715-7,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.8131223946181865
1005,DEB11140,RP_2677110900,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.8091946405002479
654,DE910630,NS_700000529,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,0.9732146306717578,12,0.8073188473509185
656,DE910650,NS_400000555,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.7949812603665275
665,DE910790,NRW_100605849,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.7948159530104193
954,DEB10400,RP_2699103600,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.79383920737242
1006,DEB11150,RP_2673105700,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.7806639392921306
143,DE112480,BW_0077@508-8,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.7778363312175945
122,DE112020,BW_2008@653-4,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.7643364538420315
799,DEA10140,NRW_76733609,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.7613869477109887
803,DEA10200,NRW_73732904,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.7606751433731621
974,DEB10620,H_7002,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.7529643364330543
203,DE212450,BY_14120,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.7465616872608435
256,DE214110,TH_120163,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.7456942449617806
44,DE110640,BW_2001@518-0,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.7454136833730876
894,DEA11800,H_6266,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.7329017797035676
367,DE411170,BR_37505096,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.7165246857800394
1000,DEB11020,RP_2673126100,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.6992169027099466
827,DEA10510,NRW_91142805,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.6951519459419493
289,DE214530,BY_17163,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.679965192001745
798,DEA10130,NRW_76733701,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.6652234843310725
1048,DED11190,S_50453282,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.6609922131601498
92,DE111550,BW_0015@509-3,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.6603354567364011
951,DEB10330,H_15158,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.6477559678909037
712,DE911450,NS_400000511,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.6474152616056693
657,DE910660,NRW_20751515,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.6445775704333405
20,DE110290,BW_0113@070-7,outside,0,10,Low to extremely low,6,6,Very low,6,0,0,Inf,6,0.6318835634135814
79,DE111230,BW_2000@773-2,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.6310547811576348
405,DE412210,BR_43536001,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.6185332987629527
288,DE214520,BY_17195,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.6086905854654069
868,DEA11140,NRW_110000067,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.607132504391015
229,DE213670,BW_2001@773-8,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.5965687122611236
599,DE811750,MV_24480016,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.5918309361722991
869,DEA11160,NRW_110210050,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.5897743052696842
999,DEB10990,RP_2637140600,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.5814912242757367
161,DE210570,BY_8286,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.5802057595391689
1307,DEG10290,TH_117431,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.5786753194341273
600,DE811760,MV_25470003,outside,0,3,Medium,3,3,Medium,3,0,0,Inf,3,0.5748196320808471
950,DEB10320,RP_2549107100,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.5630558035139189
1087,DEE10040,SA_36320001,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.5628323549724235
963,DEB10510,RP_2589120700,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.5531060652863555
360,DE410910,BR_39490172,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.5362470489458954
909,DEA11960,NRW_100740017,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.5303702915149002
841,DEA10750,NRW_36470351,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.5291818306707946
711,DE911440,NS_400004716,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.52615865487686
334,DE215080,BY_27134,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.5210448897600785
825,DEA10490,NRW_96000089,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.5200478225252303
135,DE112320,BW_0100@861-7,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.5146817909683526
903,DEA11900,NRW_21660311,outside,0,5,Low,5,5,Low,5,0,0,Inf,5,0.508645376969503
120,DE111990,BW_0006@568-1,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.5013102565063733
1088,DEE10050,SA_37330002,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.5011730014489099
976,DEB10640,H_7297,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.4971773638222969
75,DE111170,BW_0061@672-2,outside,0,2,High,2,2,High,2,0,0,Inf,2,0.4960639506719227
804,DEA10210,NRW_70277618,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.49283531703005984
